Product_ID,Product_Name,Category,Sub_Category,Price,Customer_Age,Customer_Gender,Purchase_History,Review_Rating,Review_Sentiment,Customer_ID
P4923,Dining Table,Furniture,Sofa,1196.34,25,Male,39,4,Positive,4923
P4924,Shampoo,Beauty,Nail Polish,53.61,20,Female,47,5,Positive,4924
P4925,Sweater,Clothing,Jackets,112.12,31,Male,23,5,Positive,4925
P4926,Basketball,Sports,Football,96.98,36,Female,10,4,Positive,4926
P4927,Jacket,Clothing,Sweaters,63.61,32,Female,20,5,Neutral,4927
P4928,Sweater,Clothing,Sweaters,143.7,55,Female,10,3,Neutral,4928
P4929,Soccer Ball,Sports,Tennis Racket,316.82,32,Male,10,5,Positive,4929
P4930,Dress,Clothing,T-Shirts,130.55,22,Male,13,4,Positive,4930
P4931,T-Shirt,Clothing,T-Shirts,73.78,46,Male,16,5,Neutral,4931
P4932,Foundation,Beauty,Nail Polish,132.8,34,Female,14,4,Positive,4932
P4933,Sweater,Clothing,Jackets,185.04,65,Female,7,5,Positive,4933
P4934,Dress,Clothing,Jackets,47.02,57,Female,5,3,Neutral,4934
P4935,Cabinet,Furniture,Chair,984.28,38,Female,19,4,Positive,4935
P4936,Jacket,Clothing,T-Shirts,58.44,59,Male,10,3,Positive,4936
P4937,Bicycle,Sports,Football,445.29,36,Female,16,5,Positive,4937
P4938,Tablet,Electronics,Tablets,1163.61,48,Male,20,5,Very Positive,4938
P4939,Pants,Clothing,Shoes,75.44,29,Male,21,4,Positive,4939
P4940,Foundation,Beauty,Nail Polish,46.81,40,Male,11,3,Negative,4940
P4941,Microwave,Home Appliances,Microwave,557.19,44,Female,10,5,Very Positive,4941
P4942,Tennis Racket,Sports,Football,508.08,39,Male,13,5,Very Positive,4942
P4943,Vacuum Cleaner,Home Appliances,Air Conditioner,449.96,48,Male,16,5,Very Positive,4943
P4944,Cabinet,Furniture,Cabinet,459.42,42,Male,29,5,Very Positive,4944
P4945,T-Shirt,Clothing,Jackets,83.21,63,Male,16,3,Neutral,4945
P4946,Dining Table,Furniture,Cabinet,308.66,28,Female,7,4,Positive,4946
P4947,Skincare Cream,Beauty,Nail Polish,30.08,38,Female,12,3,Negative,4947
P4948,Shampoo,Beauty,Hair Care,100.18,62,Male,0,4,Positive,4948
P4949,Jeans,Clothing,Sweaters,86.36,21,Female,7,5,Positive,4949
P4950,Bookshelf,Furniture,Bookshelf,1102.35,56,Female,16,4,Very Positive,4950
P4951,Washing Machine,Home Appliances,Refrigerator,874.76,25,Female,28,4,Positive,4951
P4952,Vacuum Cleaner,Home Appliances,Washing Machine,280.69,45,Male,24,4,Positive,4952
P4953,Shoes,Clothing,Pants,133.43,21,Female,26,4,Neutral,4953
P4954,Dishwasher,Home Appliances,Air Conditioner,217.21,40,Male,16,5,Very Positive,4954
P4955,Soccer Ball,Sports,Tennis Racket,703.73,49,Male,30,5,Very Positive,4955
P4956,Bluetooth Speaker,Electronics,Tablets,382.96,38,Female,23,4,Positive,4956
P4957,Pants,Clothing,Sweaters,197.63,33,Male,10,4,Neutral,4957
P4958,Smartwatch,Electronics,Tablets,1103.9,45,Male,12,5,Very Positive,4958
P4959,Skincare Cream,Beauty,Makeup,131.54,39,Female,14,5,Positive,4959
P4960,Shoes,Clothing,Jackets,192.33,56,Male,6,4,Positive,4960
P4961,T-Shirt,Clothing,Sweaters,23.91,29,Male,46,2,Neutral,4961
P4962,Perfume,Beauty,Nail Polish,36.8,27,Female,5,1,Negative,4962
P4963,T-Shirt,Clothing,Dresses,86.96,61,Female,20,4,Positive,4963
P4964,Pants,Clothing,Shoes,96.12,51,Male,8,3,Positive,4964
P4965,Microwave,Home Appliances,Washing Machine,950.15,29,Male,16,5,Very Positive,4965
P4966,Headphones,Electronics,Speakers,865.94,22,Male,18,4,Very Positive,4966
P4967,Couch,Furniture,Cabinet,1065.72,22,Female,45,4,Very Positive,4967
P4968,Tablet,Electronics,Speakers,1249.41,27,Male,19,5,Positive,4968
P4969,Pants,Clothing,Sweaters,166.93,65,Male,2,3,Positive,4969
P4970,Smartphone,Electronics,Mobile Phones,1069.21,63,Female,19,5,Positive,4970
P4971,Dining Table,Furniture,Table,585.01,18,Female,11,5,Very Positive,4971
P4972,Chair,Furniture,Sofa,495.69,35,Male,21,4,Positive,4972
P4973,Dress,Clothing,Pants,94.33,54,Male,8,4,Neutral,4973
P4974,Chair,Furniture,Bookshelf,508.29,55,Female,5,4,Very Positive,4974
P4975,Tennis Racket,Sports,Basketball,578.94,21,Female,41,4,Positive,4975
P4976,Yoga Mat,Sports,Tennis Racket,647.31,25,Female,20,4,Very Positive,4976
P4977,Cabinet,Furniture,Table,1187.1,45,Female,14,4,Positive,4977
P4978,Couch,Furniture,Bookshelf,120.62,23,Female,24,5,Positive,4978
P4979,Pants,Clothing,Sweaters,166.92,37,Female,17,5,Positive,4979
P4980,Lipstick,Beauty,Fragrance,117.63,46,Male,12,3,Neutral,4980
P4981,Jeans,Clothing,T-Shirts,39.46,42,Female,23,3,Negative,4981
P4982,Smartphone,Electronics,Laptops,1484.98,53,Female,16,5,Very Positive,4982
P4983,Bluetooth Speaker,Electronics,Tablets,732.84,60,Male,1,5,Very Positive,4983
P4984,Refrigerator,Home Appliances,Vacuum Cleaner,723.07,57,Female,15,4,Positive,4984
P4985,Microwave,Home Appliances,Vacuum Cleaner,468.65,34,Male,14,4,Positive,4985
P4986,Dress,Clothing,Pants,199.29,45,Female,25,4,Neutral,4986
P4987,Tennis Racket,Sports,Basketball,411.37,38,Female,30,4,Very Positive,4987
P4988,Tennis Racket,Sports,Bicycle,316.97,36,Female,23,4,Very Positive,4988
P4989,Tennis Racket,Sports,Tennis Racket,780.82,48,Male,16,4,Positive,4989
P4990,Football,Sports,Bicycle,662.12,42,Male,18,4,Very Positive,4990
P4991,Bicycle,Sports,Bicycle,422.68,20,Female,13,5,Very Positive,4991
P4992,Football,Sports,Yoga Mat,551.96,36,Male,14,4,Very Positive,4992
P4993,Basketball,Sports,Yoga Mat,366.63,42,Male,21,4,Very Positive,4993
P4994,Sweater,Clothing,Sweaters,198.23,21,Female,34,3,Positive,4994
P4995,Jacket,Clothing,Jackets,194.9,63,Female,2,3,Positive,4995
P4996,Cabinet,Furniture,Chair,229.34,41,Male,18,5,Very Positive,4996
P4997,Shampoo,Beauty,Makeup,179.2,59,Male,10,5,Neutral,4997
P4998,Shampoo,Beauty,Makeup,58.45,43,Female,28,4,Positive,4998
P4999,Jacket,Clothing,Sweaters,92,60,Male,15,4,Neutral,4999
P5000,Perfume,Beauty,Nail Polish,165.1,65,Male,5,4,Neutral,5000
P5001,Tennis Racket,Sports,Bicycle,506.15,24,Female,31,4,Positive,5001
P5002,Sofa,Furniture,Sofa,654.8,21,Female,8,4,Positive,5002
P5003,Refrigerator,Home Appliances,Vacuum Cleaner,670.1,58,Male,1,4,Very Positive,5003
P5004,Wireless Mouse,Electronics,Headphones,80.49,44,Male,17,5,Neutral,5004
P5005,Shoes,Clothing,Pants,197,43,Female,30,4,Positive,5005
P5006,Washing Machine,Home Appliances,Vacuum Cleaner,900.54,30,Male,27,5,Positive,5006
P5007,Vacuum Cleaner,Home Appliances,Air Conditioner,956.73,45,Female,26,4,Very Positive,5007
P5008,Bookshelf,Furniture,Sofa,610.16,41,Male,18,4,Very Positive,5008
P5009,Smartwatch,Electronics,Mobile Phones,1432.24,32,Female,20,5,Positive,5009
P5010,Tennis Racket,Sports,Football,592.8,22,Female,44,4,Very Positive,5010
P5011,Vacuum Cleaner,Home Appliances,Vacuum Cleaner,236.57,62,Male,0,4,Positive,5011
P5012,Foundation,Beauty,Nail Polish,169.46,58,Male,17,5,Neutral,5012
P5013,Shampoo,Beauty,Nail Polish,25.04,41,Male,19,1,Neutral,5013
P5014,Cabinet,Furniture,Table,546.85,54,Female,14,5,Positive,5014
P5015,Lipstick,Beauty,Nail Polish,29.65,64,Female,12,2,Neutral,5015
P5016,Dishwasher,Home Appliances,Air Conditioner,358.17,23,Male,20,4,Very Positive,5016
P5017,Tennis Racket,Sports,Tennis Racket,271.73,59,Female,6,5,Positive,5017
P5018,Lipstick,Beauty,Hair Care,26.19,65,Male,19,1,Neutral,5018
P5019,Basketball,Sports,Yoga Mat,407.56,43,Male,10,4,Positive,5019
P5020,Smartwatch,Electronics,Mobile Phones,549.09,20,Female,43,4,Positive,5020
P5021,Soccer Ball,Sports,Bicycle,287.12,61,Male,10,5,Positive,5021
P5022,Chair,Furniture,Bookshelf,1337.75,49,Male,17,5,Very Positive,5022
P5023,Bookshelf,Furniture,Cabinet,1240.06,46,Male,22,4,Very Positive,5023
P5024,Dress,Clothing,T-Shirts,22.77,46,Female,26,2,Negative,5024
P5025,Basketball,Sports,Tennis Racket,370.66,44,Male,29,5,Positive,5025
P5026,Smartwatch,Electronics,Smartwatches,136.5,32,Male,29,4,Neutral,5026
P5027,Dress,Clothing,Sweaters,72.77,59,Female,15,5,Positive,5027
P5028,Vacuum Cleaner,Home Appliances,Microwave,480.23,46,Male,19,5,Positive,5028
P5029,Skincare Cream,Beauty,Fragrance,174.24,40,Female,19,3,Positive,5029
P5030,Basketball,Sports,Football,486.03,28,Male,38,4,Very Positive,5030
P5031,Wireless Mouse,Electronics,Headphones,321.92,45,Female,12,4,Positive,5031
P5032,Perfume,Beauty,Skin Care,174.52,36,Female,25,3,Positive,5032
P5033,Microwave,Home Appliances,Air Conditioner,975.32,24,Male,20,5,Very Positive,5033
P5034,Wireless Mouse,Electronics,Mobile Phones,816.68,35,Female,20,4,Very Positive,5034
P5035,T-Shirt,Clothing,T-Shirts,54.01,48,Male,29,3,Neutral,5035
P5036,Soccer Ball,Sports,Basketball,723.78,31,Female,23,4,Very Positive,5036
P5037,Basketball,Sports,Yoga Mat,694.16,38,Male,10,4,Very Positive,5037
P5038,Dishwasher,Home Appliances,Vacuum Cleaner,904.69,20,Male,28,4,Very Positive,5038
P5039,Couch,Furniture,Cabinet,593.31,47,Female,22,4,Very Positive,5039
P5040,Bluetooth Speaker,Electronics,Headphones,1067.54,65,Male,1,4,Very Positive,5040
P5041,Dress,Clothing,T-Shirts,149.33,56,Female,2,3,Neutral,5041
P5042,Pants,Clothing,Pants,188.09,59,Male,18,4,Neutral,5042
P5043,Yoga Mat,Sports,Tennis Racket,788.4,19,Male,12,4,Very Positive,5043
P5044,Washing Machine,Home Appliances,Vacuum Cleaner,299.27,51,Male,16,5,Very Positive,5044
P5045,Wireless Mouse,Electronics,Tablets,716.1,29,Male,32,5,Very Positive,5045
P5046,Jacket,Clothing,Sweaters,49.89,27,Female,48,3,Negative,5046
P5047,Dining Table,Furniture,Table,437.09,18,Male,9,5,Very Positive,5047
P5048,Washing Machine,Home Appliances,Microwave,715.74,27,Female,40,5,Positive,5048
P5049,Jacket,Clothing,Shoes,158.57,20,Male,41,4,Neutral,5049
P5050,Basketball,Sports,Tennis Racket,658.5,30,Female,26,4,Very Positive,5050
P5051,Skincare Cream,Beauty,Fragrance,180.01,19,Male,46,5,Neutral,5051
P5052,Couch,Furniture,Bookshelf,404.92,56,Female,2,5,Very Positive,5052
P5053,Air Conditioner,Home Appliances,Washing Machine,692.87,26,Male,43,4,Positive,5053
P5054,Bookshelf,Furniture,Cabinet,1011.21,41,Male,23,4,Positive,5054
P5055,Perfume,Beauty,Fragrance,195.28,56,Female,12,4,Positive,5055
P5056,Pants,Clothing,T-Shirts,59.96,36,Male,17,5,Positive,5056
P5057,Air Conditioner,Home Appliances,Vacuum Cleaner,811.55,22,Female,21,4,Positive,5057
P5058,Chair,Furniture,Chair,1348.22,64,Female,8,5,Very Positive,5058
P5059,Nail Polish,Beauty,Fragrance,37.96,35,Male,18,2,Negative,5059
P5060,Tablet,Electronics,Smartwatches,1087.18,28,Male,10,4,Very Positive,5060
P5061,Sweater,Clothing,Shoes,192.58,20,Male,26,4,Neutral,5061
P5062,Dishwasher,Home Appliances,Washing Machine,410.33,35,Male,18,4,Positive,5062
P5063,Dishwasher,Home Appliances,Washing Machine,252.88,51,Male,7,4,Positive,5063
P5064,Dress,Clothing,Sweaters,22.34,40,Male,28,3,Neutral,5064
P5065,Shampoo,Beauty,Fragrance,196.52,39,Male,16,4,Positive,5065
P5066,Smartphone,Electronics,Mobile Phones,1340.28,38,Female,20,5,Positive,5066
P5067,Chair,Furniture,Table,149.63,36,Female,18,3,Neutral,5067
P5068,Football,Sports,Football,393.23,28,Male,36,5,Positive,5068
P5069,Dishwasher,Home Appliances,Washing Machine,411.87,30,Female,23,4,Positive,5069
P5070,Tennis Racket,Sports,Basketball,191.73,18,Male,8,3,Positive,5070
P5071,Washing Machine,Home Appliances,Air Conditioner,548.62,40,Male,23,5,Positive,5071
P5072,Smartwatch,Electronics,Speakers,860.71,55,Male,20,5,Positive,5072
P5073,Smartwatch,Electronics,Speakers,1328.86,35,Female,20,4,Positive,5073
P5074,Sweater,Clothing,Dresses,68.59,56,Female,1,3,Neutral,5074
P5075,Dining Table,Furniture,Chair,1411.76,63,Male,5,4,Positive,5075
P5076,Chair,Furniture,Cabinet,585.95,34,Female,15,5,Very Positive,5076
P5077,Tennis Racket,Sports,Tennis Racket,28.67,24,Female,17,3,Neutral,5077
P5078,Sofa,Furniture,Sofa,338.37,34,Female,30,4,Very Positive,5078
P5079,Pants,Clothing,Dresses,68.07,57,Female,6,4,Positive,5079
P5080,Laptop,Electronics,Smartwatches,1340.14,50,Male,10,4,Positive,5080
P5081,Headphones,Electronics,Speakers,1332.87,31,Male,23,4,Very Positive,5081
P5082,Wireless Mouse,Electronics,Speakers,645,64,Female,10,5,Very Positive,5082
P5083,Washing Machine,Home Appliances,Air Conditioner,65.92,48,Female,26,4,Neutral,5083
P5084,Chair,Furniture,Cabinet,686.56,64,Male,1,5,Positive,5084
P5085,Bicycle,Sports,Basketball,536.91,26,Female,10,5,Very Positive,5085
P5086,Foundation,Beauty,Nail Polish,60.05,53,Male,13,3,Neutral,5086
P5087,Chair,Furniture,Bookshelf,1043.54,55,Male,13,5,Very Positive,5087
P5088,Chair,Furniture,Bookshelf,248.58,36,Female,20,4,Positive,5088
P5089,Sweater,Clothing,Dresses,88.82,44,Female,11,3,Positive,5089
P5090,Refrigerator,Home Appliances,Washing Machine,452.25,56,Female,11,5,Very Positive,5090
P5091,Washing Machine,Home Appliances,Washing Machine,308.68,49,Male,17,4,Positive,5091
P5092,Pants,Clothing,Dresses,100.1,52,Female,19,5,Neutral,5092
P5093,Sweater,Clothing,Pants,141.59,24,Male,46,5,Positive,5093
P5094,Headphones,Electronics,Mobile Phones,424.46,63,Female,16,4,Very Positive,5094
P5095,Sweater,Clothing,T-Shirts,52.12,27,Male,31,5,Positive,5095
P5096,Bookshelf,Furniture,Sofa,391.25,62,Male,5,5,Very Positive,5096
P5097,Skincare Cream,Beauty,Fragrance,7.39,35,Female,13,3,Neutral,5097
P5098,Dining Table,Furniture,Sofa,1136.08,23,Female,41,4,Positive,5098
P5099,Bicycle,Sports,Yoga Mat,575.93,55,Male,6,4,Positive,5099
P5100,Sofa,Furniture,Chair,1408.31,41,Male,13,5,Positive,5100
P5101,Nail Polish,Beauty,Nail Polish,122.3,62,Female,8,5,Neutral,5101
P5102,Wireless Mouse,Electronics,Mobile Phones,1116.92,41,Male,19,5,Positive,5102
P5103,Bookshelf,Furniture,Cabinet,423.34,51,Male,5,5,Positive,5103
P5104,Pants,Clothing,Jackets,82.85,46,Female,13,4,Positive,5104
P5105,Vacuum Cleaner,Home Appliances,Air Conditioner,696.44,24,Female,40,4,Positive,5105
P5106,Headphones,Electronics,Smartwatches,207.09,60,Male,15,5,Positive,5106
P5107,Chair,Furniture,Cabinet,1471.57,41,Female,16,5,Very Positive,5107
P5108,Shampoo,Beauty,Nail Polish,100.96,62,Female,7,3,Neutral,5108
P5109,Basketball,Sports,Tennis Racket,406.3,19,Female,50,4,Positive,5109
P5110,Couch,Furniture,Chair,483.86,44,Male,22,5,Very Positive,5110
P5111,Football,Sports,Football,586.3,46,Female,21,5,Positive,5111
P5112,Lipstick,Beauty,Skin Care,26.32,37,Female,23,3,Negative,5112
P5113,Pants,Clothing,Sweaters,123.24,56,Male,18,4,Positive,5113
P5114,Tennis Racket,Sports,Football,216.61,18,Male,24,5,Very Positive,5114
P5115,Tablet,Electronics,Speakers,493.69,19,Female,44,4,Positive,5115
P5116,Couch,Furniture,Cabinet,375.29,27,Male,45,4,Very Positive,5116
P5117,Laptop,Electronics,Laptops,54.28,61,Male,5,3,Positive,5117
P5118,Tablet,Electronics,Mobile Phones,1440.88,58,Male,7,4,Very Positive,5118
P5119,Foundation,Beauty,Makeup,131.65,65,Male,5,4,Neutral,5119
P5120,T-Shirt,Clothing,T-Shirts,174.17,55,Male,4,3,Neutral,5120
P5121,Soccer Ball,Sports,Basketball,413.67,32,Male,13,5,Very Positive,5121
P5122,Yoga Mat,Sports,Football,768.46,27,Female,50,5,Positive,5122
P5123,Sofa,Furniture,Chair,1002.27,23,Female,27,5,Very Positive,5123
P5124,Foundation,Beauty,Fragrance,54.61,46,Male,17,4,Neutral,5124
P5125,Tablet,Electronics,Speakers,276.77,56,Male,12,4,Positive,5125
P5126,Pants,Clothing,Shoes,180.42,31,Male,12,4,Neutral,5126
P5127,Dishwasher,Home Appliances,Refrigerator,827.73,57,Female,12,5,Positive,5127
P5128,Refrigerator,Home Appliances,Vacuum Cleaner,524.69,42,Female,18,4,Very Positive,5128
P5129,Shampoo,Beauty,Hair Care,158.66,45,Male,16,3,Positive,5129
P5130,Nail Polish,Beauty,Skin Care,99.23,62,Female,8,4,Neutral,5130
P5131,Football,Sports,Football,76.47,28,Male,17,3,Positive,5131
P5132,Dishwasher,Home Appliances,Washing Machine,142.55,38,Female,27,5,Neutral,5132
P5133,Foundation,Beauty,Skin Care,18.57,27,Female,38,1,Negative,5133
P5134,Skincare Cream,Beauty,Fragrance,192.69,18,Female,47,3,Positive,5134
P5135,Cabinet,Furniture,Bookshelf,1407.9,40,Male,13,4,Very Positive,5135
P5136,Football,Sports,Bicycle,412.25,44,Female,11,5,Very Positive,5136
P5137,Microwave,Home Appliances,Vacuum Cleaner,405.63,20,Male,42,4,Positive,5137
P5138,Shampoo,Beauty,Makeup,16.62,38,Female,16,3,Neutral,5138
P5139,Tennis Racket,Sports,Basketball,592.13,21,Male,45,4,Positive,5139
P5140,Tablet,Electronics,Headphones,748.12,42,Female,24,5,Positive,5140
P5141,Vacuum Cleaner,Home Appliances,Washing Machine,486.48,58,Female,18,5,Very Positive,5141
P5142,Lipstick,Beauty,Hair Care,69.89,49,Female,13,3,Positive,5142
P5143,Dishwasher,Home Appliances,Washing Machine,193.86,47,Female,27,5,Positive,5143
P5144,Wireless Mouse,Electronics,Smartwatches,308.79,41,Female,10,5,Positive,5144
P5145,Sofa,Furniture,Cabinet,1193.79,18,Male,47,4,Very Positive,5145
P5146,Wireless Mouse,Electronics,Smartwatches,517.23,37,Male,22,5,Positive,5146
P5147,Wireless Mouse,Electronics,Speakers,752.07,42,Male,27,4,Very Positive,5147
P5148,Sweater,Clothing,T-Shirts,87.44,24,Male,35,4,Positive,5148
P5149,Wireless Mouse,Electronics,Tablets,153.3,28,Male,26,3,Positive,5149
P5150,Bluetooth Speaker,Electronics,Smartwatches,610.66,32,Female,30,4,Very Positive,5150
P5151,Tennis Racket,Sports,Yoga Mat,365.74,31,Male,15,5,Positive,5151
P5152,Air Conditioner,Home Appliances,Washing Machine,404.08,38,Female,23,5,Very Positive,5152
P5153,Nail Polish,Beauty,Fragrance,161.87,63,Male,13,4,Neutral,5153
P5154,Tennis Racket,Sports,Football,337.17,60,Female,0,4,Very Positive,5154
P5155,Dress,Clothing,T-Shirts,22.02,54,Male,3,3,Neutral,5155
P5156,Bookshelf,Furniture,Table,323.04,40,Male,14,5,Positive,5156
P5157,Tennis Racket,Sports,Tennis Racket,423.55,33,Male,19,5,Very Positive,5157
P5158,Chair,Furniture,Cabinet,1036.19,64,Male,11,5,Positive,5158
P5159,Refrigerator,Home Appliances,Refrigerator,199.29,57,Female,13,3,Positive,5159
P5160,Vacuum Cleaner,Home Appliances,Refrigerator,234.11,44,Female,23,5,Very Positive,5160
P5161,Lipstick,Beauty,Skin Care,41.89,35,Female,21,1,Neutral,5161
P5162,Basketball,Sports,Football,242.13,61,Female,16,4,Positive,5162
P5163,Microwave,Home Appliances,Vacuum Cleaner,720.88,25,Male,9,5,Very Positive,5163
P5164,Foundation,Beauty,Skin Care,11.45,27,Male,11,3,Neutral,5164
P5165,Tablet,Electronics,Tablets,138.11,23,Male,41,4,Neutral,5165
P5166,Refrigerator,Home Appliances,Refrigerator,773.18,52,Female,20,4,Positive,5166
P5167,Jeans,Clothing,Shoes,159,65,Male,0,3,Positive,5167
P5168,Dining Table,Furniture,Chair,785.97,59,Female,20,5,Positive,5168
P5169,Skincare Cream,Beauty,Makeup,110.54,41,Female,16,5,Positive,5169
P5170,Refrigerator,Home Appliances,Air Conditioner,155,32,Female,18,5,Positive,5170
P5171,Jacket,Clothing,Sweaters,22.82,20,Male,35,2,Negative,5171
P5172,Tennis Racket,Sports,Basketball,544.07,28,Male,10,4,Positive,5172
P5173,Jacket,Clothing,Pants,77.12,49,Female,14,3,Neutral,5173
P5174,Soccer Ball,Sports,Bicycle,679.2,51,Female,6,5,Positive,5174
P5175,Soccer Ball,Sports,Bicycle,667.73,48,Male,15,5,Positive,5175
P5176,Soccer Ball,Sports,Tennis Racket,745.74,31,Male,23,4,Very Positive,5176
P5177,Dining Table,Furniture,Table,265.76,34,Female,18,5,Positive,5177
P5178,Microwave,Home Appliances,Refrigerator,940.66,52,Male,18,5,Positive,5178
P5179,Smartwatch,Electronics,Laptops,732.5,61,Female,16,5,Very Positive,5179
P5180,Dining Table,Furniture,Table,1237.2,40,Male,12,5,Positive,5180
P5181,Laptop,Electronics,Mobile Phones,979.8,38,Male,20,5,Positive,5181
P5182,T-Shirt,Clothing,Dresses,171,59,Male,9,3,Neutral,5182
P5183,Smartwatch,Electronics,Mobile Phones,1088.64,35,Female,15,5,Positive,5183
P5184,Shampoo,Beauty,Nail Polish,158.08,19,Male,6,3,Positive,5184
P5185,Refrigerator,Home Appliances,Vacuum Cleaner,258.47,61,Female,4,5,Very Positive,5185
P5186,Skincare Cream,Beauty,Hair Care,82.25,54,Female,20,5,Positive,5186
P5187,Lipstick,Beauty,Fragrance,11.9,33,Male,10,1,Negative,5187
P5188,Headphones,Electronics,Tablets,390.07,52,Male,5,5,Positive,5188
P5189,Pants,Clothing,T-Shirts,109.45,57,Male,2,5,Positive,5189
P5190,Nail Polish,Beauty,Makeup,16.53,43,Male,20,2,Negative,5190
P5191,Bluetooth Speaker,Electronics,Headphones,795.93,20,Male,46,5,Very Positive,5191
P5192,Shampoo,Beauty,Hair Care,192.25,61,Male,14,3,Positive,5192
P5193,Refrigerator,Home Appliances,Microwave,831.63,47,Male,10,4,Positive,5193
P5194,Lipstick,Beauty,Skin Care,25.98,56,Male,19,1,Negative,5194
P5195,Skincare Cream,Beauty,Makeup,170.44,42,Male,19,4,Positive,5195
P5196,Nail Polish,Beauty,Fragrance,48.13,47,Male,14,2,Neutral,5196
P5197,Jacket,Clothing,T-Shirts,121.93,29,Male,25,4,Positive,5197
P5198,Bluetooth Speaker,Electronics,Speakers,615.36,18,Female,16,4,Very Positive,5198
P5199,Laptop,Electronics,Tablets,368.25,29,Female,35,4,Positive,5199
P5200,Bicycle,Sports,Tennis Racket,569.06,35,Female,26,4,Positive,5200
P5201,Basketball,Sports,Football,756.71,44,Female,16,4,Very Positive,5201
P5202,Football,Sports,Tennis Racket,608.49,23,Female,27,4,Positive,5202
P5203,Nail Polish,Beauty,Fragrance,26.75,60,Female,10,2,Negative,5203
P5204,Sofa,Furniture,Cabinet,752.21,22,Male,36,5,Very Positive,5204
P5205,Refrigerator,Home Appliances,Air Conditioner,954.67,20,Female,13,5,Positive,5205
P5206,Headphones,Electronics,Smartwatches,888.63,18,Male,10,4,Positive,5206
P5207,Football,Sports,Basketball,382.38,34,Male,27,4,Very Positive,5207
P5208,Dining Table,Furniture,Chair,352.25,28,Male,28,5,Positive,5208
P5209,Tablet,Electronics,Mobile Phones,741.43,24,Male,12,5,Positive,5209
P5210,Couch,Furniture,Bookshelf,335.82,47,Female,27,4,Positive,5210
P5211,Tennis Racket,Sports,Tennis Racket,576.01,27,Male,14,5,Very Positive,5211
P5212,Microwave,Home Appliances,Vacuum Cleaner,538.76,25,Male,41,5,Positive,5212
P5213,Skincare Cream,Beauty,Makeup,25.21,20,Male,27,1,Neutral,5213
P5214,Pants,Clothing,Jackets,156.24,44,Female,10,3,Neutral,5214
P5215,Sweater,Clothing,Sweaters,75.14,21,Female,47,5,Positive,5215
P5216,Lipstick,Beauty,Nail Polish,143.02,50,Female,2,5,Positive,5216
P5217,Vacuum Cleaner,Home Appliances,Refrigerator,334.03,55,Female,12,4,Very Positive,5217
P5218,Yoga Mat,Sports,Tennis Racket,33.29,39,Male,21,2,Neutral,5218
P5219,Dining Table,Furniture,Chair,795.53,45,Female,11,5,Very Positive,5219
P5220,Refrigerator,Home Appliances,Refrigerator,577.84,38,Male,29,5,Very Positive,5220
P5221,Vacuum Cleaner,Home Appliances,Air Conditioner,244.75,29,Female,8,5,Very Positive,5221
P5222,Tennis Racket,Sports,Football,341.68,65,Male,17,4,Very Positive,5222
P5223,Skincare Cream,Beauty,Skin Care,176.4,42,Female,23,4,Neutral,5223
P5224,Sofa,Furniture,Table,1071.34,29,Female,7,5,Positive,5224
P5225,Vacuum Cleaner,Home Appliances,Refrigerator,508.38,37,Female,16,5,Positive,5225
P5226,Tablet,Electronics,Laptops,1394.41,45,Male,11,5,Very Positive,5226
P5227,Dishwasher,Home Appliances,Refrigerator,496.64,23,Male,38,4,Positive,5227
P5228,Chair,Furniture,Table,165.5,53,Female,5,5,Neutral,5228
P5229,Tennis Racket,Sports,Bicycle,338.4,56,Female,11,5,Positive,5229
P5230,Lipstick,Beauty,Makeup,186.85,57,Male,5,4,Neutral,5230
P5231,Tablet,Electronics,Headphones,220.49,24,Female,47,4,Very Positive,5231
P5232,Wireless Mouse,Electronics,Speakers,924.83,24,Female,31,5,Very Positive,5232
P5233,T-Shirt,Clothing,T-Shirts,188.19,31,Female,13,5,Neutral,5233
P5234,Bicycle,Sports,Tennis Racket,43.13,23,Male,47,2,Negative,5234
P5235,Nail Polish,Beauty,Nail Polish,53.74,43,Female,16,3,Positive,5235
P5236,Smartwatch,Electronics,Mobile Phones,1273.36,42,Male,12,4,Very Positive,5236
P5237,Soccer Ball,Sports,Football,141.22,40,Female,11,5,Neutral,5237
P5238,Soccer Ball,Sports,Football,248.12,23,Male,12,5,Positive,5238
P5239,Shoes,Clothing,Dresses,165.63,21,Male,18,4,Neutral,5239
P5240,Lipstick,Beauty,Fragrance,126.18,37,Male,10,5,Neutral,5240
P5241,Perfume,Beauty,Hair Care,42.52,23,Female,19,3,Negative,5241
P5242,Bluetooth Speaker,Electronics,Laptops,768.25,48,Male,13,5,Very Positive,5242
P5243,Bicycle,Sports,Tennis Racket,722.28,18,Male,7,4,Very Positive,5243
P5244,T-Shirt,Clothing,Dresses,130.37,63,Male,10,3,Neutral,5244
P5245,Jeans,Clothing,Pants,32.09,42,Female,11,1,Neutral,5245
P5246,Football,Sports,Basketball,528.29,43,Female,25,5,Very Positive,5246
P5247,Headphones,Electronics,Speakers,1082.58,32,Female,22,5,Very Positive,5247
P5248,Bookshelf,Furniture,Chair,872.28,61,Male,2,4,Positive,5248
P5249,Refrigerator,Home Appliances,Refrigerator,354.16,27,Male,41,4,Positive,5249
P5250,Soccer Ball,Sports,Yoga Mat,313.29,19,Male,17,5,Positive,5250
P5251,Microwave,Home Appliances,Microwave,823.44,52,Female,3,4,Very Positive,5251
